export,r_source_file,r_args,python_signature,implemented,python_test_reference,r_test_reference,rd_reference,vignette_reference
compute_gazepoint_scr_latency,physiology-qc-refinements.R,"data, events, time_col = NULL, eda_col = NULL, event_time_col = NULL, event_id_col = NULL, group_cols = NULL, baseline_window_s = c(-1, 0), response_window_s = c(0, 5), onset_threshold = 0.01, recovery_fraction = 0.50","(data, events, time_col=None, eda_col=None, event_time_col=None, event_id_col=None, group_cols=None, baseline_window_s=(-1, 0), response_window_s=(0, 5), onset_threshold=0.01, recovery_fraction=0.5)",True,True,True,True,True
compute_gazepoint_signal_band_power,biosppy-style.R,"x, sampling_rate_hz = NULL, bands = list( very_low = c(0.003, 0.04), low = c(0.04, 0.15), high = c(0.15, 0.40) ), relative = TRUE","(x, sampling_rate_hz=None, bands=None, relative=True)",True,True,True,True,False
compute_gazepoint_signal_correlation,biosppy-style.R,"x, y, method = c(""pearson"", ""spearman"", ""kendall""), lag_max = NULL","(x, y, method='pearson', lag_max=None)",True,True,True,True,False
compute_gazepoint_signal_lag_matrix,physiology-qc-refinements.R,"data, signal_cols = NULL, time_col = NULL, group_cols = NULL, max_lag_s = 2, lag_step_s = NULL, min_overlap = 10","(data, signal_cols=None, time_col=None, group_cols=None, max_lag_s=2, lag_step_s=None, min_overlap=10)",True,True,True,True,False
compute_gazepoint_signal_phase_locking,biosppy-style.R,"x, y, sampling_rate_hz, band = NULL","(x, y, sampling_rate_hz, band=None)",True,True,True,True,False
compute_gazepoint_signal_power_spectrum,biosppy-style.R,"x, sampling_rate_hz, detrend = TRUE","(x, sampling_rate_hz, detrend=True)",True,True,True,True,False
compute_gazepoint_signal_quality,signal-quality-reporting.R,"data, signal_cols, group_cols = NULL, flatline_tolerance = 0, long_missing_run_threshold = 10, long_constant_run_threshold = 10, spike_z = 4, extreme_z = 4","(data, signal_cols, group_cols=None, flatline_tolerance=0, long_missing_run_threshold=10, long_constant_run_threshold=10, spike_z=4, extreme_z=4)",True,True,True,True,True
convert_gazepoint_gsr_to_conductance,gsr-eda-helpers.R,"data, gsr_col = NULL, output_col = ""GSR_US"", input_unit = c(""auto"", ""ohms"", ""kohms"", ""microsiemens""), overwrite = FALSE","(data, gsr_col=None, output_col='GSR_US', input_unit='auto', overwrite=False)",True,True,True,True,True
correct_gazepoint_beats,beat-correction-audit.R,"audit, action = c(""mask"", ""local_median""), corrected_col = ""ibi_corrected"", local_window = 5, overwrite = FALSE, ...","(audit, action='mask', corrected_col='ibi_corrected', local_window=5, overwrite=False, **kwargs)",True,True,True,True,True
correct_gazepoint_eda_temperature,environment-confounds-and-ipfm.R,"dat, eda_col = ""GSR_US"", temperature_cols, group_cols = NULL, time_col = NULL, output_col = ""eda_temperature_adjusted"", fitted_col = ""eda_temperature_fitted"", model_by_group = TRUE, add_intercept_mean = TRUE","(dat, eda_col='GSR_US', temperature_cols=None, group_cols=None, time_col=None, output_col='eda_temperature_adjusted', fitted_col='eda_temperature_fitted', model_by_group=True, add_intercept_mean=True)",True,True,True,True,True
correct_gazepoint_ppg_hampel,heartpy-bridge.R,"x, sampling_rate_hz, window_seconds = 1, n_sigmas = 3","(x, sampling_rate_hz, window_seconds=1, n_sigmas=3)",True,True,True,True,False
correct_gazepoint_rri_artifacts_local,biosppy-style.R,"rri_ms, method = c(""local_median"", ""quotient"", ""zscore""), window_intervals = 5L, threshold = 0.20, replacement = c(""local_median"", ""interpolate"")","(rri_ms, method='local_median', window_intervals=5, threshold=0.2, replacement='local_median')",True,True,True,True,True
create_gazepoint_analysis_decision_log,analysis-decision-log.R,"study_id = NA_character_, analyst = NA_character_, description = NA_character_","(study_id=None, analyst=None, description=None)",True,True,True,True,True
create_gazepoint_analysis_manifest,roadmap-exact-backlog-helpers.R,"files = NULL, settings = list(), outputs = NULL, exclusions = NULL, path = NULL, include_session = TRUE","(files=None, settings=None, outputs=None, exclusions=None, path=None, include_session=True)",True,True,True,True,True
create_gazepoint_audit_index,audit-trail-summary.R,"audits, audit_ids = NULL, include_summary_rows = FALSE","(audits=None, audit_ids=None, include_summary_rows=False)",True,True,True,True,True
create_gazepoint_audit_report_section,reviewer-report-templates.R,"export_profile = NULL, design_audit = NULL, event_audit = NULL, condition_audit = NULL, decision_log = NULL, include_warnings = TRUE","(export_profile=None, design_audit=None, event_audit=None, condition_audit=None, decision_log=None, include_warnings=True)",True,True,True,True,True
create_gazepoint_biometrics_checklist,reporting.R,"data, require_active_signal = TRUE","(data, require_active_signal=True)",True,True,True,True,True
create_gazepoint_biometrics_feature_inventory,feature-inventory.R,include_internal = FALSE,(include_internal=False),True,True,True,True,True
create_gazepoint_biometrics_methods_text,reporting.R,"checklist = NULL, data = NULL, include_cautions = TRUE","(checklist=None, data=None, include_cautions=True)",True,True,True,True,True
create_gazepoint_biometrics_report,biometrics-report.R,"data = NULL, workflow = NULL, validation = NULL, quality = NULL, sampling = NULL, missingness = NULL, exclusions = NULL, report_tables = NULL, methods_text = NULL, checklist = NULL, title = ""Gazepoint Biometrics report"", subtitle = NULL, output_file = NULL, format = c(""markdown"", ""html""), include_timestamp = FALSE, overwrite = FALSE, max_table_rows = 20L","(data=None, workflow=None, validation=None, quality=None, sampling=None, missingness=None, exclusions=None, report_tables=None, methods_text=None, checklist=None, title='Gazepoint Biometrics report', subtitle=None, output_file=None, format='markdown', include_timestamp=False, overwrite=False, max_table_rows=20)",True,True,True,True,False
create_gazepoint_biometrics_report_tables,report_tables.R,"workflow = NULL, validation = NULL, quality = NULL, sampling = NULL, diagnostics = NULL, exclusion_recommendations = NULL, ttl_events = NULL, max_ttl_events = 20","(workflow=None, validation=None, quality=None, sampling=None, diagnostics=None, exclusion_recommendations=None, ttl_events=None, max_ttl_events=20)",True,True,True,True,True
create_gazepoint_dictionary,reproducibility-simulation.R,"data = NULL, file_paths = NULL, units = NULL, descriptions = NULL, required_cols = NULL, write_path = NULL","(data=None, file_paths=None, units=None, descriptions=None, required_cols=None, write_path=None)",True,True,True,True,True
create_gazepoint_eda_analysis_pipeline,eda-analysis-pipeline.R,"include_external_bridges = TRUE, include_model_templates = TRUE, include_reporting_guidance = TRUE, style = c(""compact"", ""detailed"")","(include_external_bridges=True, include_model_templates=True, include_reporting_guidance=True, style='compact')",True,True,True,True,False
create_gazepoint_eye_methods_text,mne-eeg-lsl-interoperability.R,"sampling_rate_hz, device_model = ""Gazepoint GP3"", calibration_points = 9L, binocular = TRUE, software = ""Gazepoint Analysis"", screen_resolution = NULL, viewing_distance_cm = NULL, coordinate_space = NULL, preprocessing = NULL, fixation_detection = NULL, aoi_definition = NULL, synchronization = NULL, exclusions = NULL, tense = c(""past"", ""future""), include_package_version = TRUE","(sampling_rate_hz, device_model='Gazepoint GP3', calibration_points=9, binocular=True, software='Gazepoint Analysis', screen_resolution=None, viewing_distance_cm=None, coordinate_space=None, preprocessing=None, fixation_detection=None, aoi_definition=None, synchronization=None, exclusions=None, tense='past', include_package_version=True)",True,True,True,True,False
create_gazepoint_heartpy_report,heartpy-bridge.R,"detection, output_dir = NULL, prefix = ""gazepoint_heartpy""","(detection, output_dir=None, prefix='gazepoint_heartpy')",True,True,True,True,False
create_gazepoint_methods_section,reviewer-report-templates.R,"export_profile = NULL, design_audit = NULL, event_audit = NULL, condition_audit = NULL, decision_log = NULL, package_version = as.character(utils::packageVersion(""gpbiometrics"")), validation = NULL, include_guardrails = TRUE","(export_profile=None, design_audit=None, event_audit=None, condition_audit=None, decision_log=None, package_version='2.0.0', validation=None, include_guardrails=True)",True,True,True,True,True
create_gazepoint_pipeline_map,pipeline-visualization.R,"steps = NULL, edges = NULL, pipeline_id = NULL, include_default = TRUE","(steps=None, edges=None, pipeline_id='gazepoint_pipeline', include_default=True)",True,True,True,True,False
create_gazepoint_preregistration_checklist,preregistration-readiness.R,"study_id = NULL, include_optional = TRUE, custom_items = NULL","(study_id=None, include_optional=True, custom_items=None)",True,True,True,True,True
create_gazepoint_preregistration_template,shiny-and-preregistration.R,"study_title = ""Gazepoint biometrics study"", signal_standardization = c(""within_participant_z"", ""range_correction"", ""none""), artifact_rules = c(""kleckner_style"", ""custom"", ""none""), eda_min_us = 0.01, eda_max_us = 100, rapid_change_threshold = 20, output_file = NULL","(study_title='Gazepoint biometrics study', signal_standardization='within_participant_z', artifact_rules='kleckner_style', eda_min_us=0.01, eda_max_us=100, rapid_change_threshold=20, output_file=None)",True,True,True,True,True
create_gazepoint_pspm_glm_design,pspm-style.R,"events, time, time_col = NULL, onset_col = ""onset_time_s"", condition_col = ""condition"", duration_col = NULL, response = c(""scr"", ""canonical"", ""boxcar""), response_length_s = 20, include_derivative = FALSE, add_intercept = TRUE","(events, time, time_col=None, onset_col='onset_time_s', condition_col='condition', duration_col=None, response='scr', response_length_s=20, include_derivative=False, add_intercept=True)",True,True,True,True,True
create_gazepoint_pyhrv_time_vector,pyhrv-style.R,"nni_ms, start_s = 0","(nni_ms, start_s=0)",True,True,False,True,False
create_gazepoint_qc_supplement,reviewer-report-templates.R,"export_profile = NULL, design_audit = NULL, event_audit = NULL, condition_audit = NULL, decision_log = NULL, title = ""Gazepoint workflow quality-control supplement""","(export_profile=None, design_audit=None, event_audit=None, condition_audit=None, decision_log=None, title='Gazepoint workflow quality-control supplement')",True,True,True,True,True
create_gazepoint_quality_dashboard,alignment-aoi-eventlocked-dashboard.R,"data = NULL, audit = NULL, missingness = NULL, alignment = NULL, eventlocked = NULL, title = ""Gazepoint quality dashboard"", output_dir = NULL","(data=None, audit=None, missingness=None, alignment=None, eventlocked=None, title='Gazepoint quality dashboard', output_dir=None)",True,True,True,True,True
create_gazepoint_release_checklist,release-readiness-audit.R,"audit = NULL, include_optional = TRUE","(audit=None, include_optional=True)",True,True,True,True,True
create_gazepoint_reproducibility_statement,reviewer-report-templates.R,"decision_log = NULL, package_version = as.character(utils::packageVersion(""gpbiometrics"")), repository_url = NA_character_, validation = NULL, data_statement = NA_character_, include_guardrails = TRUE","(decision_log=None, package_version='2.0.0', repository_url=None, validation=None, data_statement=None, include_guardrails=True)",True,True,True,True,True
create_gazepoint_sidecar_template,dataset-structure-audit.R,"dataset_id = NULL, export_type = NULL, include_optional = TRUE, custom_fields = NULL","(dataset_id=None, export_type=None, include_optional=True, custom_fields=None)",True,True,True,True,True
create_gazepoint_trial_regressors,workflow-reporting-pipeline.R,"data, design, pre = 0, post = 5, time_col = NULL, event_time_col = NULL, event_id_col = NULL, signal_cols = NULL, subject_col = NULL, design_subject_col = NULL, carry_design_cols = NULL","(data, design, pre=0, post=5, time_col=None, event_time_col=None, event_id_col=None, signal_cols=None, subject_col=None, design_subject_col=None, carry_design_cols=None)",True,True,True,True,False
decompose_gazepoint_eda,eda-advanced.R,"data, signal_col = NULL, tonic_col = NULL, phasic_col = NULL, time_col = NULL, group_cols = NULL, window_size = 31L, output_prefix = ""eda"", overwrite = FALSE","(data, signal_col=None, tonic_col=None, phasic_col=None, time_col=None, group_cols=None, window_size=31, output_prefix='eda', overwrite=False)",True,True,True,True,True
denoise_gazepoint_eda_autoencoder,autoencoder-denoising-bridges.R,"dat, eda_col = ""GSR_US"", time_col = NULL, group_cols = NULL, model = NULL, window_samples = 128, output_col = NULL, overwrite = FALSE","(dat, eda_col='GSR_US', time_col=None, group_cols=None, model=None, window_samples=128, output_col=None, overwrite=False)",True,True,True,True,False
denoise_gazepoint_eda_wavelet,eda-wavelet-denoising.R,"dat, eda_col = ""GSR_US"", group_cols = NULL, output_col = NULL, levels = 3, threshold_multiplier = 1, overwrite = FALSE","(dat, eda_col='GSR_US', group_cols=None, output_col=None, levels=3, threshold_multiplier=1, overwrite=False)",True,True,True,True,False
denoise_gazepoint_ppg_autoencoder,autoencoder-denoising-bridges.R,"dat, ppg_col = ""HRP"", time_col = NULL, group_cols = NULL, model = NULL, window_samples = 128, output_col = NULL, overwrite = FALSE","(dat, ppg_col='HRP', time_col=None, group_cols=None, model=None, window_samples=128, output_col=None, overwrite=False)",True,True,True,True,False
denoise_gazepoint_quantization_noise,advanced-modality-bridges.R,"dat, signal_cols, resolution, group_cols = NULL, output_suffix = ""_quantization_jittered"", seed = NULL, overwrite = FALSE","(dat, signal_cols, resolution, group_cols=None, output_suffix='_quantization_jittered', seed=None, overwrite=False)",True,True,True,True,False
detect_active_biometric_channels,import.R,data,(data),True,True,True,True,True
detect_gazepoint_biometric_schema,schema-helpers.R,data,(data),True,True,True,True,True
detect_gazepoint_biometric_timebase,schema-helpers.R,"data, time_col = NULL, counter_col = NULL","(data, time_col=None, counter_col=None)",True,True,True,True,True
detect_gazepoint_blinks,pupil-qc-reporting.R,"data, pupil_cols = NULL, id_cols = NULL, min_pupil = 0, max_pupil = Inf, change_threshold = NULL, extend_samples = 0L, mask = TRUE, flag_suffix = ""_blink_flag"", clean_suffix = ""_blink_clean""","(data, pupil_cols=None, id_cols=None, min_pupil=0, max_pupil=inf, change_threshold=None, extend_samples=0, mask=True, flag_suffix='_blink_flag', clean_suffix='_blink_clean')",True,True,True,True,True
detect_gazepoint_doubly_stochastic_changepoints,changepoint-scr-recovery.R,"dat, signal_col, time_col = ""CNT"", group_cols = NULL, window_seconds = 10, step_seconds = 2, threshold_mad_multiplier = 6, min_distance_s = 5","(dat, signal_col, time_col='CNT', group_cols=None, window_seconds=10, step_seconds=2, threshold_mad_multiplier=6, min_distance_s=5)",True,True,True,True,False
detect_gazepoint_fixations,gaze-event-detection.R,"data, time_col = NULL, x_col = NULL, y_col = NULL, group_cols = NULL, valid_col = NULL, valid_values = c(1, TRUE), time_unit = c( ""seconds"", ""milliseconds"", ""microseconds"", ""samples"" ), sampling_rate_hz = NULL, coordinate_unit = c( ""native"", ""normalized"", ""pixels"", ""degrees"" ), velocity_threshold, min_fixation_duration_ms = 100, min_saccade_duration_ms = 10, max_gap_ms = 100, velocity_col = ""gaze_velocity"", class_col = ""gaze_class"", event_id_col = ""gaze_event_id"", overwrite = FALSE","(data, time_col=None, x_col=None, y_col=None, group_cols=None, valid_col=None, valid_values=(1, True), time_unit='seconds', sampling_rate_hz=None, coordinate_unit='native', velocity_threshold=None, min_fixation_duration_ms=100, min_saccade_duration_ms=10, max_gap_ms=100, velocity_col='gaze_velocity', class_col='gaze_class', event_id_col='gaze_event_id', overwrite=False)",True,True,True,True,False
detect_gazepoint_nonwear,signal-dropout-preprocessing.R,"data, signal_cols, group_cols = NULL, time_col = NULL, min_run_length = 10, zero_tolerance = 0, constant_tolerance = 0, low_variance_threshold = NULL, detect_missing = TRUE, detect_zero = TRUE, detect_constant = TRUE, detect_low_variance = TRUE","(data, signal_cols, group_cols=None, time_col=None, min_run_length=10, zero_tolerance=0, constant_tolerance=0, low_variance_threshold=None, detect_missing=True, detect_zero=True, detect_constant=True, detect_low_variance=True)",True,True,True,True,True
detect_gazepoint_ppg_onsets,biosppy-style.R,"data, signal_col = NULL, time_col = NULL, peaks = NULL, group_cols = NULL, sampling_rate_hz = NULL, search_seconds = 0.6","(data, signal_col=None, time_col=None, peaks=None, group_cols=None, sampling_rate_hz=None, search_seconds=0.6)",True,True,True,True,True
detect_gazepoint_ppg_peaks,heartpy-bridge.R,"data, signal_col = NULL, time_col = NULL, group_cols = NULL, sampling_rate_hz = NULL, bpm_min = 40, bpm_max = 180, moving_average_seconds = 0.75, threshold_offsets = seq(-0.25, 1.25, by = 0.05), reconstruct_clipping = TRUE, enhance_peaks = FALSE, lowpass_hz = NULL, hampel = FALSE, high_precision = TRUE","(data, signal_col=None, time_col=None, group_cols=None, sampling_rate_hz=None, bpm_min=40, bpm_max=180, moving_average_seconds=0.75, threshold_offsets=None, reconstruct_clipping=True, enhance_peaks=False, lowpass_hz=None, hampel=False, high_precision=True)",True,True,True,True,True
detect_gazepoint_pupil_blinks,pupil-gaze-cleaning.R,"data, pupil_cols = NULL, time_col = NULL, group_cols = NULL, validity_cols = NULL, invalid_values = c(0), nonpositive_is_missing = TRUE, combine = c(""all"", ""any""), min_blink_samples = 1L, return = c(""intervals"", ""onsets"", ""flags"")","(data, pupil_cols=None, time_col=None, group_cols=None, validity_cols=None, invalid_values=(0,), nonpositive_is_missing=True, combine='all', min_blink_samples=1, return_='intervals', **kwargs)",True,True,True,True,True
detect_gazepoint_saccades,gaze-event-detection.R,...,"(*args, **kwargs)",True,True,True,True,False
detect_gazepoint_scr_events,eda-advanced.R,"data, phasic_col = NULL, signal_col = NULL, time_col = NULL, group_cols = NULL, threshold = NULL, min_peak_distance = 10L, window_size = 31L","(data, phasic_col=None, signal_col=None, time_col=None, group_cols=None, threshold=None, min_peak_distance=10, window_size=31)",True,True,True,True,True
detect_gazepoint_scr_peaks,scr-peaks.R,"data, signal_col = NULL, phasic_col = NULL, time_col = NULL, group_cols = NULL, prefer_vendor_phasic = TRUE, amplitude_min = 0.01, recovery_fraction = 0.5, smooth_width = 1, min_peak_distance = 1","(data, signal_col=None, phasic_col=None, time_col=None, group_cols=None, prefer_vendor_phasic=True, amplitude_min=0.01, recovery_fraction=0.5, smooth_width=1, min_peak_distance=1)",True,True,True,True,True
detect_gazepoint_time_columns,schema-helpers.R,data,(data),True,True,True,True,True
detrend_gazepoint_rri_window,biosppy-style.R,"rri_ms, time_s = NULL, window_seconds = 60, method = c(""median"", ""mean"", ""linear"")","(rri_ms, time_s=None, window_seconds=60, method='median')",True,True,True,True,False
detrend_gazepoint_signal,frontdoor-audit-missingness.R,"data, signal_col = NULL, time_col = NULL, group_cols = NULL, method = c(""linear"", ""mean"", ""median"", ""loess"", ""none""), span = 0.30, preserve_mean = FALSE, suffix = ""_detrended""","(data, signal_col=None, time_col=None, group_cols=None, method='linear', span=0.3, preserve_mean=False, suffix='_detrended')",True,True,True,True,False
diagnose_gazepoint_biometrics_workflow,diagnose_workflow.R,"workflow, require_gsr = TRUE, require_hr = TRUE, require_dial = FALSE, max_exclude_window_pct = 25, max_review_window_pct = 25","(workflow, require_gsr=True, require_hr=True, require_dial=False, max_exclude_window_pct=25, max_review_window_pct=25)",True,True,True,True,True
diagnose_gazepoint_cluster_design,cluster-permutation-diagnostics.R,"data, subject, condition, time, value = NULL, design = c(""within"", ""between""), min_subjects = 10L","(data, subject, condition, time, value=None, design='within', min_subjects=10)",True,True,True,True,True
diagnose_gazepoint_sync_drift,roadmap-exact-backlog-helpers.R,"reference, target = NULL, reference_time_col = NULL, target_time_col = NULL, max_pairs = NULL","(reference, target=None, reference_time_col=None, target_time_col=None, max_pairs=None)",True,True,True,True,True
downsample_gazepoint_data,downsample.R,"data, time_col, signal_cols = NULL, group_cols = NULL, interval, method = c( ""mean"", ""median"", ""first"", ""last"" ), na_rm = TRUE, time_value = c( ""start"", ""center"", ""mean"" ), origin = NULL","(data, time_col, signal_cols=None, group_cols=None, interval=None, method='mean', na_rm=True, time_value='start', origin=None)",True,True,True,True,False
enhance_gazepoint_ppg_peaks,heartpy-bridge.R,"x, sampling_rate_hz, iterations = 2L","(x, sampling_rate_hz, iterations=2)",True,True,True,True,False
epoch_gazepoint_scr,event-physiology-indices.R,"data, events, pre, post, time_col = NULL, signal_col = NULL, event_time_col = NULL, event_id_col = NULL, event_group_cols = NULL, baseline_window = NULL, response_window = NULL, min_amplitude = 0.01, min_distance_s = 1","(data, events, pre, post, time_col=None, signal_col=None, event_time_col=None, event_id_col=None, event_group_cols=None, baseline_window=None, response_window=None, min_amplitude=0.01, min_distance_s=1)",True,True,True,True,False
estimate_gazepoint_breathing_rate_from_ibi,heartpy-bridge.R,"rr_ms, rr_time_s = NULL, resample_hz = 4, breathing_band = c(0.10, 0.50)","(rr_ms, rr_time_s=None, resample_hz=4, breathing_band=(0.1, 0.5))",True,True,True,True,True
estimate_gazepoint_cluster_offset,cluster-permutation-advanced-guardrails.R,...,"(*args, **kwargs)",True,True,True,True,False
estimate_gazepoint_cluster_onset,cluster-permutation-advanced-guardrails.R,...,"(*args, **kwargs)",True,True,True,True,False
estimate_gazepoint_eda_recovery_times,biosppy-style.R,"data, events = NULL, signal_col = NULL, time_col = NULL, group_cols = NULL, sampling_rate_hz = NULL, recovery_prop = 0.5, max_recovery_seconds = 10","(data, events=None, signal_col=None, time_col=None, group_cols=None, sampling_rate_hz=None, recovery_prop=0.5, max_recovery_seconds=10)",True,True,True,True,False
estimate_gazepoint_lsl_clock_offsets,roadmap-final-gaps.R,"stream_name = NULL, stream_type = NULL, source_id = NULL, timeout_s = 5, n_estimates = 5L, pause_s = 0.05, python = NULL, execute = TRUE","(stream_name=None, stream_type=None, source_id=None, timeout_s=5, n_estimates=5, pause_s=0.05, python=None, execute=True)",True,True,True,True,True
estimate_gazepoint_respiration_from_ppg,physiology-qc-refinements.R,"data, ppg_col = NULL, time_col = NULL, sampling_rate_hz = NULL, respiratory_band_hz = c(0.10, 0.50), detrend = TRUE","(data, ppg_col=None, time_col=None, sampling_rate_hz=None, respiratory_band_hz=(0.1, 0.5), detrend=True)",True,True,True,True,True
estimate_gazepoint_samplerate_datetime,heartpy-extended.R,"datetime, format = NULL, tz = ""UTC"", robust = TRUE","(datetime, format=None, tz='UTC', robust=True)",True,True,True,True,False
estimate_gazepoint_samplerate_mstimer,heartpy-extended.R,"mstimer, robust = TRUE","(mstimer, robust=True)",True,True,True,True,False
estimate_gazepoint_signal_lag,sync-drift-diagnostics.R,"data, signal_x_col, signal_y_col, time_col = NULL, group_cols = NULL, max_lag = 1000, lag_step = NULL, method = c(""pearson"", ""spearman""), min_complete_pairs = 20, use_first_difference = FALSE","(data, signal_x_col, signal_y_col, time_col=None, group_cols=None, max_lag=1000, lag_step=None, method='pearson', min_complete_pairs=20, use_first_difference=False)",True,True,True,True,False
export_gazepoint_audit_trail_markdown,audit-trail-summary.R,"audit_index, summary = NULL, title = ""Gazepoint audit trail"", include_details = TRUE, max_details = 50, file = NULL","(audit_index, summary=None, title='Gazepoint audit trail', include_details=True, max_details=100, file=None)",True,True,True,True,True
export_gazepoint_biometrics_report_bundle,report-bundle-readiness.R,"bundle = NULL, output_dir, prefix = ""gpbiometrics_report"", tables = NULL, text = NULL, plots = NULL, include_readme = TRUE, include_session_info = TRUE, overwrite = FALSE","(bundle=None, output_dir=None, prefix='gpbiometrics_report', tables=None, text=None, plots=None, include_readme=True, include_session_info=True, overwrite=False)",True,True,True,True,True
export_gazepoint_cluster_results,cluster-permutation-diagnostics.R,"result, path = ""."", prefix = ""gazepoint_cluster"", overwrite = FALSE","(result, path='.', prefix='gazepoint_cluster', overwrite=False)",True,True,True,True,True
export_gazepoint_heartpy_input,heartpy-bridge.R,"data, signal_col = NULL, time_col = NULL, group_cols = NULL, sampling_rate_hz = NULL, output_dir, prefix = ""gazepoint_heartpy""","(data, signal_col=None, time_col=None, group_cols=None, sampling_rate_hz=None, output_dir=None, prefix='gazepoint_heartpy')",True,True,False,True,True
export_gazepoint_mne_cluster_input,cluster-permutation-advanced-guardrails.R,"data, outcome_col, time_col, condition_col, participant_col, condition_a = NULL, condition_b = NULL, path = NULL, prefix = ""gazepoint_mne_cluster"", overwrite = FALSE, aggregate = TRUE","(data, outcome_col, time_col, condition_col, participant_col, condition_a=None, condition_b=None, path=None, prefix='gazepoint_mne_cluster', overwrite=False, aggregate=True)",True,True,True,True,True
export_gazepoint_permuco_cluster_input,cluster-permutation-advanced-guardrails.R,"data, outcome_col, time_col, condition_col, participant_col, path = NULL, prefix = ""gazepoint_permuco_cluster"", overwrite = FALSE, aggregate = TRUE","(data, outcome_col, time_col, condition_col, participant_col, path=None, prefix='gazepoint_permuco_cluster', overwrite=False, aggregate=True)",True,True,True,True,False
export_gazepoint_permutes_cluster_input,cluster-permutation-advanced-guardrails.R,"data, outcome_col, time_col, condition_col, participant_col, path = NULL, prefix = ""gazepoint_permutes_cluster"", overwrite = FALSE, aggregate = TRUE","(data, outcome_col, time_col, condition_col, participant_col, path=None, prefix='gazepoint_permutes_cluster', overwrite=False, aggregate=True)",True,True,True,True,False
export_gazepoint_pipeline_dot,pipeline-visualization.R,"pipeline, file = NULL, graph_name = ""gazepoint_pipeline"", rankdir = ""LR"", include_descriptions = FALSE","(pipeline, file=None, graph_name='gazepoint_pipeline', rankdir='LR', include_descriptions=False)",True,True,True,True,False
export_gazepoint_pspm_model_estimates,pspm-style.R,"model, path, format = NULL, include_predictions = TRUE","(model, path, format=None, include_predictions=True)",True,True,True,True,False
export_gazepoint_pyhrv_results,pyhrv-style.R,"results, path","(results, path)",True,True,True,True,True
export_gazepoint_rhrv_input,external-interoperability.R,"data, ibi_col = ""IBI_clean_ms"", group_cols = NULL, unit = c(""auto"", ""ms"", ""seconds""), collapse_repeated_intervals = TRUE, repeated_tolerance_ms = 1e-8, min_ibi_ms = 300, max_ibi_ms = 2000, output_dir = NULL, prefix = ""gazepoint_rhrv""","(data, ibi_col='IBI_clean_ms', group_cols=None, unit='auto', collapse_repeated_intervals=True, repeated_tolerance_ms=1e-08, min_ibi_ms=300, max_ibi_ms=2000, output_dir=None, prefix='gazepoint_rhrv')",True,True,True,True,True
export_gazepoint_to_bids,bids-export.R,"data, bids_root, subject, task, dataset_name = NULL, recorded_eye = c(""cyclopean"", ""left"", ""right""), recording = ""eye1"", datatype = c( ""beh"", ""eeg"", ""emg"", ""func"", ""ieeg"", ""meg"", ""motion"", ""nirs"", ""pet"" ), session = NULL, acquisition = NULL, run = NULL, timestamp_col = NULL, x_col = NULL, y_col = NULL, include_pupil = TRUE, pupil_col = NULL, additional_cols = NULL, timestamp_units = c( ""auto"", ""seconds"", ""milliseconds"", ""microseconds"" ), coordinate_units = c( ""normalized"", ""pixel"", ""degree"", ""radian"", ""mm"", ""cm"", ""m"", ""arbitrary"" ), pupil_units = ""arbitrary"", sample_coordinate_system = c( ""gaze-on-screen"", ""eye-in-head"", ""gaze-in-world"", ""custom"" ), sampling_rate_hz = NULL, sampling_tolerance = 0.05, start_time_s = 0, screen_distance_m = NULL, screen_origin = NULL, screen_resolution_px = NULL, screen_size_m = NULL, screen_refresh_rate_hz = NULL, stimulus_software_name = NULL, stimulus_software_version = NULL, operating_system = NULL, vision_correction = NULL, manufacturer = ""Gazepoint"", manufacturers_model_name = NULL, software_versions = NULL, device_serial_number = NULL, eye_tracking_method = ""P-CR"", calibration_type = NULL, calibration_count = NULL, average_calibration_error_deg = NULL, maximal_calibration_error_deg = NULL, eye_tracker_distance_m = NULL, raw_data_filters = NULL, timestamp_origin = ""Eye-tracker clock"", custom_coordinate_system_description = NULL, column_metadata = list(), bids_version = ""1.11.1"", dry_run = FALSE, overwrite = FALSE","(data, bids_root, subject, task, dataset_name=None, recorded_eye='cyclopean', recording='eye1', datatype='beh', session=None, acquisition=None, run=None, timestamp_col=None, x_col=None, y_col=None, include_pupil=True, pupil_col=None, additional_cols=None, timestamp_units='auto', coordinate_units='normalized', pupil_units='arbitrary', sample_coordinate_system='gaze-on-screen', sampling_rate_hz=None, sampling_tolerance=0.05, start_time_s=0, screen_distance_m=None, screen_origin=None, screen_resolution_px=None, screen_size_m=None, screen_refresh_rate_hz=None, stimulus_software_name=None, stimulus_software_version=None, operating_system=None, vision_correction=None, manufacturer='Gazepoint', manufacturers_model_name=None, software_versions=None, device_serial_number=None, eye_tracking_method='P-CR', calibration_type=None, calibration_count=None, average_calibration_error_deg=None, maximal_calibration_error_deg=None, eye_tracker_distance_m=None, raw_data_filters=None, timestamp_origin='Eye-tracker clock', custom_coordinate_system_description=None, column_metadata=None, bids_version='1.11.1', dry_run=False, overwrite=False)",True,True,True,True,True
